CASE_ID,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_AGE,VICTIM_SEX,severity_1_4
90876179,1,1,46,M,1
9087618,1,3,50,F,3
90876195,1,1,26,M,3
90876238,1,2,12,F,1
90876238,2,1,35,M,2
90876240,1,1,21,M,1
90876240,2,2,22,F,1
90876256,1,1,32,M,2
9087626,1,1,49,F,1
9087626,1,1,50,M,1
9087626,2,2,50,M,1
90876276,1,1,25,M,1
90876276,1,2,49,F,1
90876286,1,2,56,F,1
90876360,1,1,17,F,1
90876360,1,1,24,F,1
90876360,1,1,26,M,1
9087637,1,1,75,F,1
9087637,1,1,69,F,1
9087637,1,1,49,F,2
90876402,1,1,34,M,2
90876418,1,2,25,M,1
90876418,1,2,51,F,2
90876424,1,1,31,M,4
90876511,1,1,28,M,1
90876539,1,2,15,F,1
9087654,1,1,28,F,1
9087654,2,2,998,-,1
90876690,1,1,48,F,1
90876700,1,1,50,M,2
90876700,1,5,46,M,1
90876809,1,1,26,F,1
9087681,1,2,41,F,1
9087681,2,2,30,M,1
9087682,1,1,19,M,1
9087682,1,2,17,F,1
9087683,1,1,60,F,1
9087683,1,1,59,M,1
9087684,1,1,79,F,1
9087685,1,1,65,M,1
9087685,1,1,34,F,1
9087685,2,2,33,M,1
9087686,1,1,36,M,1
9087686,1,1,39,M,1
9087689,1,3,30,F,1
90876915,1,1,38,M,1
9087702,1,2,31,M,1
9087702,1,2,8,F,1
9087702,2,1,29,F,1
9087702,2,2,6,F,1
9087702,3,2,3,M,1
9087702,4,2,0,F,1
9087703,1,1,37,M,3
9087703,1,1,74,M,3
9087703,1,2,19,F,1
9087708,1,1,53,M,1
90877080,1,1,35,M,2
9087710,1,1,47,M,2
9087710,1,1,41,M,2
9087710,1,1,73,M,3
9087710,2,2,70,F,3
90877108,1,1,35,M,2
9087711,1,3,67,F,2
9087712,1,1,36,M,3
9087714,1,1,52,F,1
9087714,1,1,21,M,1
9087714,1,3,60,M,1
9087716,1,3,33,M,3
9087717,1,1,31,F,1
9087717,2,2,10,F,1
9087717,3,2,9,F,1
9087717,4,2,5,F,1
9087717,5,2,3,F,1
9087718,1,3,23,F,2
90877183,1,1,31,F,1
90877205,1,3,18,F,1
90877222,1,2,27,F,1
90877222,1,2,32,M,1
90877241,1,1,81,M,2
90877279,1,1,33,M,3
90877379,1,1,41,M,1
90877392,1,1,30,F,1
90877457,1,1,56,M,1
90877478,1,1,24,M,1
90877490,1,2,43,F,1
90877520,1,1,32,F,1
90877520,1,1,38,M,1
90877619,1,1,20,F,1
90877625,1,1,26,F,2
90877625,1,2,56,M,2
90877625,2,2,29,F,2
90877625,2,2,40,F,3
90877643,1,1,41,F,2
90877674,1,1,63,M,2
90877674,2,2,24,F,2
90877701,1,2,33,F,1
90877701,2,2,26,F,1
90877716,1,3,84,F,2
90877720,1,2,29,F,1
90877826,1,1,29,F,1
90877850,1,1,55,F,1
90878028,1,2,40,M,2
90878028,1,1,38,F,1
90878096,1,2,2,F,1
90878096,2,2,6,F,1
90878096,3,1,23,F,1
90878188,1,1,19,M,3
90878194,1,1,45,M,4
90878266,1,1,19,M,1
90878367,1,1,52,M,3
90878371,1,2,13,F,1
90878430,1,1,42,F,1
90878430,1,2,29,F,1
90878430,2,2,3,M,2
90878465,1,1,63,M,3
90878465,2,2,31,M,2
90878471,1,2,15,F,1
90878500,1,1,35,F,1
90878500,2,2,11,M,1
90878501,1,3,26,F,3
90878505,1,1,45,F,1
90878562,1,2,40,M,1
9087859,1,5,34,F,2
90878649,1,1,70,F,1
90878689,1,1,39,M,1
90878692,1,2,52,M,1
90878694,1,1,26,F,1
90878694,1,2,40,M,2
90878694,2,2,45,F,1
90878699,1,1,32,M,1
90878766,1,1,26,M,2
90878816,1,1,30,M,1
90878851,1,1,18,F,1
90878926,1,1,21,F,1
90878926,1,1,64,F,1
90878926,2,2,21,M,1
90878926,2,2,29,F,1
90878934,1,1,27,M,3
90878935,1,1,59,M,3
90878935,2,2,39,M,3
90879049,1,2,2,M,2
9087906,1,2,58,F,1
90879127,1,2,72,M,1
9087914,1,1,22,M,2
9087914,1,2,69,F,1
9087914,2,2,23,F,2
9087915,1,2,1,F,1
9087915,1,1,30,M,1
9087915,2,2,9,M,1
9087915,2,2,54,F,1
9087922,1,2,21,F,2
9087922,2,1,21,M,2
90879234,1,1,46,M,1
90879254,1,1,42,F,1
90879254,2,2,9,F,1
90879329,1,1,45,F,1
9087934,1,2,31,F,1
9087934,1,1,57,M,1
9087934,2,2,4,F,1
9087934,3,2,1,M,1
90879411,1,1,39,F,1
90879495,1,1,37,M,2
90879544,1,2,40,M,2
90879544,1,2,19,F,1
90879544,1,1,52,M,1
90879544,1,1,46,M,1
90879544,2,1,46,M,1
90879559,1,1,55,F,1
9087958,1,1,41,M,1
90879661,1,1,37,M,2
90879661,1,1,28,F,2
90879661,1,1,62,F,1
90879708,1,1,58,F,1
90879737,1,1,64,M,2
90879772,1,1,25,M,1
90879772,2,2,26,M,1
90879774,1,2,77,F,1
9087981,1,2,9,M,1
9087981,2,2,5,M,1
9087981,3,2,7,F,1
9087981,4,1,29,F,1
90879815,1,1,61,M,1
9087983,1,1,40,M,1
9087987,1,2,16,F,1
9087987,2,1,32,F,2
9087989,1,2,72,M,1
9087989,2,1,70,M,2
90879908,1,1,39,F,1
90880029,1,1,22,M,2
90880029,2,2,20,M,2
90880043,1,1,56,F,1
90880111,1,1,38,F,1
90880161,1,1,19,M,3
90880180,1,1,35,M,2
90880233,1,1,24,M,1
90880233,1,1,34,F,1
90880280,1,1,27,F,1
90880373,1,2,61,F,1
90880409,1,1,71,M,1
90880417,1,1,22,M,1
90880434,1,2,59,M,1
90880434,2,1,57,F,1
90880440,1,1,41,M,2
90880451,1,1,41,F,1
90880573,1,1,45,M,2
90880573,1,1,30,F,2
90880573,2,2,33,M,2
90880625,1,1,60,M,1
90880759,1,1,52,F,1
90880759,2,2,26,M,1
90880761,1,2,60,F,1
90880909,1,1,21,M,1
90880936,1,1,43,F,1
90880936,2,2,8,M,1
90880974,1,2,83,F,1
90881054,1,1,33,M,1
90881054,1,1,27,M,1
90881059,1,2,49,F,1
90881131,1,1,64,M,1
90881131,1,1,19,F,1
90881135,1,1,72,F,1
90881135,1,2,59,F,1
90881152,1,2,59,F,2
90881210,1,1,28,F,1
90881268,1,1,36,M,1
90881327,1,1,48,F,1
90881334,1,1,18,M,1
90881334,1,5,14,M,2
90881334,1,3,68,F,3
90881334,2,5,14,M,2
90881334,3,5,14,M,2
90881337,1,1,30,F,1
90881369,1,1,19,M,1
90881456,1,2,70,M,1
90881459,1,1,37,F,1
90881459,2,2,16,F,1
90881534,1,2,24,M,2
90881594,1,1,25,F,2
90881597,1,1,40,F,1
90881647,1,1,32,F,1
90881671,1,1,42,F,1
90881679,1,1,53,M,1
90881731,1,1,16,M,1
90881740,1,1,37,M,1
90881757,1,1,23,F,1
90881860,1,2,30,F,1
90881968,1,1,20,F,1
90882001,1,1,18,F,2
90882134,1,1,39,M,2
90882180,1,1,31,M,2
90882203,1,1,35,M,1
90882215,1,1,37,M,1
9088225,1,3,37,F,3
90882356,1,2,44,M,2
90882365,1,1,25,M,3
9088243,1,1,29,M,1
9088246,1,1,29,M,1
90882506,1,1,39,M,1
90882512,1,1,71,M,1
90882526,1,1,33,F,1
90882535,1,1,70,M,1
90882535,1,1,48,M,1
90882586,1,1,63,M,1
90882586,1,1,37,M,2
90882587,1,1,25,F,1
90882587,1,1,42,F,2
90882614,1,2,23,F,1
90882614,1,1,58,F,1
90882614,2,1,23,M,1
90882616,1,1,64,F,1
90882625,1,1,28,F,2
90882639,1,1,34,M,2
90882639,2,2,32,F,2
90882639,3,2,45,M,2
9088266,1,1,62,F,1
90882667,1,1,24,M,1
9088270,1,1,72,M,2
90882710,1,2,81,F,1
90882710,2,2,62,M,1
90882711,1,1,30,M,1
90882722,1,1,64,M,1
90882744,1,2,33,F,1
90883150,1,4,57,M,2
90883155,1,1,26,F,3
9088318,1,1,26,F,1
9088318,2,2,30,F,1
9088329,1,2,25,M,1
9088329,1,1,21,F,2
9088329,2,2,24,M,1
90883362,1,1,36,F,1
90883362,1,1,51,F,1
90883391,1,1,27,F,2
90883422,1,1,37,M,1
90883433,1,1,20,M,2
90883468,1,2,13,F,2
90883468,2,2,8,F,2
90883468,3,2,10,F,2
90883468,4,1,33,M,3
90883635,1,1,46,F,1
90883635,1,1,22,M,1
90883672,1,1,24,M,2
90883674,1,1,51,F,1
90883676,1,1,27,M,1
90883676,1,1,38,M,1
90883676,2,2,29,F,1
9088369,1,1,32,F,2
9088369,1,2,28,F,1
90883732,1,2,22,M,1
90883733,1,1,33,F,1
90883748,1,1,18,F,1
90883749,1,1,22,M,1
9088377,1,1,29,F,2
90883804,1,1,32,M,1
90883830,1,1,29,M,2
90883833,1,1,41,M,1
90883839,1,1,29,F,1
90883844,1,2,18,F,1
90883845,1,2,33,F,1
9088385,1,1,27,M,1
90883860,1,1,24,M,1
90883860,1,1,26,F,2
90884018,1,1,23,M,3
90884025,1,1,71,M,1
9088406,1,2,16,F,1
9088409,1,2,8,M,2
9088409,2,2,998,F,1
9088409,3,2,38,-,1
90884100,1,1,23,M,1
90884100,2,2,23,F,1
90884100,3,2,998,F,1
90884100,4,2,21,M,1
90884101,1,1,35,F,1
90884178,1,1,30,M,2
90884225,1,2,20,F,1
90884501,1,1,25,M,2
90884631,1,1,39,F,1
90884643,1,1,45,M,2
90884643,1,1,42,F,1
90884643,2,2,35,M,1
90884643,3,2,19,M,1
90884740,1,1,42,F,1
90884740,1,1,69,M,2
90884745,1,1,42,M,4
90884745,1,1,42,M,3
90884771,1,1,47,M,1
90884777,1,1,57,M,2
90884777,1,1,45,M,1
90884777,2,2,59,F,1
90884866,1,2,44,M,2
90884866,2,1,36,M,1
90884901,1,1,52,M,2
90884952,1,3,31,M,3
90884952,1,1,45,M,2
90884959,1,1,18,F,1
90884965,1,1,35,M,1
90884998,1,1,36,M,1
90885044,1,2,50,F,1
90885105,1,2,27,F,1
90885265,1,1,41,M,1
90885293,1,1,22,M,2
90885343,1,1,39,M,1
90885343,1,1,24,F,1
90885351,1,1,33,F,1
90885351,2,2,25,M,1
90885361,1,1,24,M,2
90885361,1,1,47,M,3
90885399,1,2,31,F,1
90885425,1,1,54,M,2
90885447,1,2,30,M,2
90885447,1,1,57,F,4
90885447,2,1,34,F,1
90885447,2,2,60,M,3
90885480,1,2,58,M,1
90885480,2,1,55,F,1
90885529,1,1,37,F,1
90885590,1,1,21,M,1
90885590,1,2,22,F,1
90885590,1,2,27,F,1
90885590,1,3,48,M,2
90885590,1,3,36,M,2
90885590,1,3,29,M,1
90885590,1,3,33,M,1
90885590,1,3,54,M,1
90885683,1,1,51,F,2
90885683,2,2,53,F,2
90885799,1,1,34,M,1
90885941,1,1,18,M,3
90885958,1,1,27,M,2
90886033,1,1,25,F,1
90886416,1,1,52,M,1
90886434,1,2,52,F,1
90886472,1,1,47,M,1
90886520,1,1,21,F,1
90886930,1,1,42,F,1
90887132,1,1,19,M,2
90887132,2,2,22,M,3
90887211,1,1,51,M,4
90887211,2,2,54,F,3
90887249,1,1,64,F,1
90887256,1,1,19,M,2
90887256,2,2,39,F,2
90887282,1,1,31,M,2
90887302,1,1,40,F,1
90887367,1,2,22,M,1
90887372,1,2,17,F,2
90887452,1,1,27,M,1
90887468,1,1,34,M,2
90887480,1,2,48,F,3
90887480,1,1,24,F,1
90887480,2,1,20,F,2
90887480,3,2,68,F,1
90887486,1,2,54,F,2
90887486,1,1,43,F,1
90887492,1,2,30,F,1
90887496,1,1,43,F,1
90887496,1,1,21,M,1
90887595,1,1,22,M,2
90887595,2,2,22,M,2
90887595,3,2,22,M,2
90887760,1,1,21,F,1
9088780,1,1,41,M,1
90887933,1,1,21,F,1
90887933,2,2,23,M,1
90887996,1,1,55,F,1
90888045,1,1,34,M,1
90888065,1,2,31,M,1
90888189,1,1,21,M,1
90888211,1,1,33,F,1
90888211,1,1,36,F,1
90888211,2,2,12,F,1
90888211,3,2,9,F,1
90888213,1,2,9,F,1
90888213,1,1,63,M,1
90888213,2,1,27,F,1
90888234,1,1,19,M,2
90888369,1,1,31,F,2
90888381,1,1,72,F,1
90888383,1,2,38,M,1
90888404,1,1,65,F,1
90888404,1,2,61,F,1
90888404,2,2,14,F,1
90888514,1,1,29,F,3
90888544,1,1,22,F,2
90888544,1,2,37,F,3
90888544,2,1,33,M,3
90888590,1,1,19,F,1
90888624,1,1,28,F,2
90888685,1,1,47,F,2
90888697,1,1,28,F,2
90888722,1,1,26,M,2
90888731,1,1,22,M,1
90888782,1,1,62,M,2
90888829,1,1,66,M,1
90888854,1,1,34,M,3
90889150,1,1,60,M,1
90889235,1,1,52,F,1
90889297,1,2,56,F,1
90889381,1,1,26,F,4
9088947,1,2,59,M,1
9088947,2,1,19,F,1
9088947,3,2,19,F,1
90889481,1,1,36,M,1
9088949,1,2,70,F,1
9088949,2,1,73,M,1
90889498,1,1,32,M,3
90889511,1,1,36,M,1
90889511,2,2,47,-,1
90889511,3,2,10,F,1
90889834,1,1,54,M,1
90889914,1,1,48,M,3
90890048,1,1,22,F,1
90890053,1,1,20,F,2
90890070,1,1,29,M,4
90890070,2,2,23,F,2
90890071,1,2,52,F,3
90890071,2,2,14,M,2
90890223,1,1,64,F,1
90890261,1,1,18,F,1
90890271,1,1,29,M,1
90890299,1,1,31,M,1
90890402,1,1,59,F,1
90890640,1,1,61,M,1
90890655,1,1,66,M,4
90890656,1,1,39,M,1
90890683,1,1,25,F,2
90890683,1,1,31,F,1
90890696,1,1,20,F,1
90890698,1,1,36,M,2
90890699,1,1,18,M,1
90890752,1,1,39,M,1
90891003,1,1,29,M,2
90891024,1,1,40,F,1
90891201,1,1,37,M,2
90891212,1,1,31,M,3
90891254,1,2,59,F,1
90891353,1,1,55,M,2
90891385,1,1,32,M,1
90891518,1,1,24,M,2
90891518,1,2,28,F,1
90891518,1,1,23,M,2
90891518,2,2,22,F,2
90891578,1,1,47,F,1
90891585,1,1,32,M,3
90891585,2,2,16,M,1
90891670,1,1,36,F,1
90891670,2,2,16,F,1
90891684,1,1,42,F,1
90891689,1,1,38,F,1
90891703,1,2,23,M,2
90891715,1,1,23,M,2
90891736,1,1,44,F,2
90891847,1,1,59,M,1
90891847,2,2,9,M,1
90891872,1,1,34,F,1
90891872,1,1,59,M,1
90891872,2,2,52,F,1
90892870,1,1,23,F,2
90892870,1,2,66,F,1
90892873,1,1,27,M,1
90892889,1,2,21,F,2
90892918,1,2,45,F,1
90893065,1,1,55,M,4
90893361,1,2,70,F,2
90893419,1,2,21,F,2
90893436,1,1,44,M,1
90893523,1,1,39,M,3
90893635,1,1,23,M,3
90893654,1,2,38,M,2
90893654,2,2,8,M,2
90893655,1,1,57,M,2
90893671,1,1,22,M,2
90893698,1,1,26,F,2
90893698,1,1,32,M,4
90893698,1,1,46,F,1
90893708,1,1,46,M,1
90893732,1,2,10,F,1
90893749,1,1,28,F,3
90893773,1,1,56,F,1
90893777,1,1,62,M,2
90893834,1,2,21,F,2
90893835,1,1,29,M,1
90893838,1,1,31,F,1
90893879,1,1,37,M,3
90893908,1,1,19,M,1
90894032,1,1,30,M,1
90894039,1,1,50,M,1
90894065,1,2,13,M,1
90894065,2,2,24,F,1
90894065,3,2,26,M,1
90894073,1,2,22,F,1
90894074,1,1,29,F,1
90894131,1,1,75,M,1
90894131,1,2,45,M,1
90894131,2,2,42,M,1
90894236,1,1,28,F,1
90894280,1,1,52,M,1
90894427,1,1,23,F,2
90894428,1,1,23,M,2
90894428,1,2,91,F,1
90894462,1,1,57,M,1
90894462,1,1,57,F,1
90894470,1,1,22,F,1
90894519,1,1,32,M,1
90894768,1,1,66,F,1
90894779,1,2,26,F,1
90894779,1,1,31,M,2
90894779,2,2,17,F,3
90894779,3,2,25,M,3
90894950,1,1,18,F,2
90894950,1,1,17,F,1
90894958,1,1,30,M,1
90895098,1,2,18,M,1
90895098,2,2,19,M,1
90895101,1,1,67,M,1
90895174,1,1,16,M,3
90895191,1,2,62,F,1
90895228,1,1,52,M,2
90895313,1,1,23,M,1
90895377,1,1,48,M,2
90895385,1,1,20,F,1
90895433,1,2,69,M,1
90895469,1,1,29,M,3
90895532,1,1,32,M,2
90895702,1,1,27,F,1
90895702,2,2,27,M,1
90895876,1,1,29,F,1
90895876,1,1,25,F,2
90895901,1,1,28,F,2
90895901,1,2,59,M,2
90895901,2,1,52,F,2
90896117,1,2,2,F,3
90896153,1,1,17,M,2
90896236,1,1,65,M,2
90896256,1,1,30,F,1
90896348,1,1,32,M,2
90896390,1,1,75,M,1
90896390,1,1,30,M,1
90896521,1,1,21,M,2
90896521,2,2,22,F,2
90896699,1,2,31,M,2
90896778,1,1,24,M,1
90896778,1,1,29,F,1
90896778,2,2,4,M,1
90896849,1,2,28,F,3
90896959,1,2,40,F,2
90896959,2,2,73,F,2
90896979,1,2,68,F,1
90897001,1,1,39,F,1
90897002,1,2,52,F,1
90897002,1,1,46,M,1
90897019,1,1,27,M,3
90897101,1,1,53,M,1
90897134,1,1,20,M,2
90897281,1,2,45,F,1
90897282,1,2,26,M,1
90897367,1,1,29,F,1
90897381,1,2,50,F,1
90897409,1,1,60,M,2
90897421,1,2,35,M,1
90897421,2,2,52,F,2
90897428,1,1,18,F,1
90897434,1,2,63,M,1
90897434,2,1,63,M,1
90897440,1,1,23,M,2
90897448,1,1,26,F,1
90897449,1,1,70,M,2
90897449,2,2,9,M,2
90897460,1,3,20,F,2
90897463,1,2,8,F,1
90897544,1,1,25,F,2
90897569,1,1,45,M,1
90897601,1,1,23,F,1
90897628,1,2,15,F,1
90897628,1,1,42,F,1
90897654,1,1,20,M,2
90897704,1,1,29,M,1
90897744,1,1,27,M,2
90897746,1,1,60,M,2
90897861,1,1,59,F,1
90897861,2,2,13,F,1
90897870,1,1,58,M,2
90897943,1,1,31,F,1
90897947,1,1,23,M,1
90897966,1,1,31,M,2
90897966,1,2,50,F,1
90897966,2,2,24,F,1
90897966,2,2,19,F,1
90897966,3,2,998,F,1
90897966,3,2,16,M,1
90897973,1,1,67,M,1
90897973,1,1,38,M,2
90897973,2,2,64,F,1
90897973,3,2,81,M,1
90897973,4,2,64,F,1
90898018,1,2,26,F,2
90898018,2,1,27,M,1
90898036,1,1,26,M,2
90898036,2,2,22,F,2
90898040,1,1,55,M,1
90898057,1,1,22,F,2
90898085,1,1,34,F,1
90898110,1,1,27,F,3
90898110,1,1,47,F,2
90898135,1,2,66,F,3
90898135,2,2,34,F,2
90898153,1,2,38,F,1
90898157,1,1,39,M,2
90898223,1,1,23,M,2
90898223,1,2,6,F,1
90898223,2,1,47,M,1
90898224,1,1,84,F,2
90898226,1,1,31,M,1
90898285,1,1,44,M,2
90898285,1,2,54,F,1
90898286,1,1,32,M,1
90898286,1,1,53,M,1
90898286,2,2,21,F,1
90898288,1,1,38,M,2
90898288,2,2,7,M,1
90898313,1,1,26,M,1
90898314,1,1,58,F,2
90898327,1,1,22,M,1
90898330,1,1,47,F,1
90898344,1,1,21,M,1
90898408,1,1,43,F,3
90898414,1,1,53,M,1
90898433,1,1,19,M,1
90898439,1,3,30,M,3
90898451,1,1,27,F,2
90898456,1,1,33,F,2
90898526,1,1,63,M,1
90898676,1,1,22,M,2
9089883,1,4,59,M,3
90898833,1,1,75,M,2
90898838,1,1,46,M,2
90898848,1,1,26,M,1
90898884,1,1,64,F,1
90898938,1,1,18,M,2
90898948,1,1,61,M,1
90898959,1,1,36,M,2
90898965,1,2,24,M,1
90899024,1,1,70,M,1
90899078,1,1,52,F,1
90899128,1,1,29,M,1
90899156,1,2,24,F,2
9089923,1,1,26,F,2
9089923,1,1,30,M,1
9089923,2,2,7,M,1
9089923,3,2,9,M,1
9089927,1,1,40,F,2
9089927,2,2,29,M,2
90899283,1,1,55,M,1
90899283,2,2,63,F,1
90899283,3,2,69,F,1
9089930,1,2,17,F,1
9089930,1,1,47,-,2
9089930,2,1,22,-,1
9089931,1,4,36,M,2
9089938,1,4,75,F,2
90899455,1,1,79,M,1
90899455,1,2,8,M,2
90899466,1,1,60,M,1
90899476,1,1,24,M,2
90899476,1,1,41,M,2
90899476,2,2,17,F,2
90899478,1,1,37,F,1
90899478,2,2,16,M,1
90899478,3,2,12,M,1
90899570,1,1,45,M,1
90899685,1,1,21,F,1
90899688,1,2,19,F,1
90899688,1,2,34,F,1
90899688,2,1,20,M,1
90899716,1,1,27,M,1
90899727,1,1,27,M,1
90899772,1,1,23,M,1
90899800,1,1,18,F,1
90899800,1,1,66,F,1
90899816,1,1,26,M,2
90899822,1,1,28,M,1
90899822,2,2,35,M,1
90899872,1,1,56,M,3
90899880,1,3,42,M,1
90899880,1,3,8,M,2
90899896,1,2,30,F,1
90899896,2,2,24,F,3
90900002,1,2,24,F,1
90900002,1,2,60,F,1
90900278,1,1,29,F,1
90900295,1,2,57,F,1
90900309,1,1,24,M,1
90900363,1,1,24,M,3
90900444,1,1,45,F,1
90900448,1,1,54,M,1
90900520,1,2,57,F,3
9090053,1,2,20,M,1
9090053,1,2,28,F,1
9090053,2,2,8,M,1
90900553,1,1,28,M,2
9090060,1,1,23,F,1
90900614,1,1,66,M,1
90900707,1,1,49,M,1
90900781,1,1,26,F,1
90900830,1,1,26,M,1
90900855,1,1,30,M,2
90900875,1,2,65,M,1
90900875,2,1,32,M,1
90900891,1,1,23,F,1
90900902,1,1,41,M,1
90901144,1,1,59,F,1
9090118,1,1,17,F,1
9090119,1,2,9,F,1
9090119,1,1,24,M,1
9090119,2,2,6,M,1
9090120,1,1,35,M,1
9090120,1,1,51,F,1
90901213,1,1,23,M,3
90901213,2,2,19,F,2
90901241,1,1,38,M,1
9090134,1,1,26,M,1
9090135,1,3,11,M,2
90901364,1,1,35,F,2
90901364,2,2,14,M,2
90901364,3,2,10,M,1
90901419,1,2,19,F,2
90901435,1,1,38,M,1
90901456,1,1,23,M,2
90901456,2,2,26,M,2
90901456,3,2,25,M,3
90901456,4,2,24,M,2
90901513,1,1,25,M,1
90901539,1,1,63,F,1
90901575,1,1,27,F,2
90901575,1,2,60,F,2
90901575,2,2,27,F,2
90901594,1,1,61,F,1
90901594,2,2,45,M,1
90901614,1,1,42,M,1
90901614,2,2,37,F,2
90901614,3,2,6,F,1
90901614,4,2,8,F,1
90901640,1,3,55,M,4
9090169,1,2,43,M,1
9090169,1,1,33,F,1
9090169,2,2,13,F,1
9090169,3,2,15,F,1
90901797,1,1,34,F,1
90901814,1,1,24,F,1
90901814,2,2,19,F,1
90901814,3,2,19,F,1
90901824,1,2,13,M,2
90901824,2,1,35,F,1
90901867,1,1,24,F,1
90901961,1,1,29,M,2
90901961,1,1,41,F,4
90901961,1,1,60,F,3
90901961,1,1,53,M,2
90901961,1,1,27,M,1
90901974,1,1,28,F,1
90902004,1,2,26,F,1
90902050,1,1,29,M,2
90902050,1,1,37,M,2
90902063,1,1,21,M,2
90902146,1,1,55,M,2
90902354,1,1,52,M,1
90902438,1,1,49,M,1
90902438,2,2,77,F,1
90902438,3,2,72,F,1
90902474,1,1,20,F,1
90902474,1,1,39,F,1
90902490,1,1,53,F,1
90902493,1,1,40,F,1
90902493,2,2,78,F,1
90902505,1,2,21,F,1
90902522,1,1,29,F,1
90902527,1,1,41,M,1
90902545,1,1,63,F,1
90902545,2,2,54,M,1
90902552,1,1,70,M,1
90902569,1,1,50,M,1
90902710,1,1,16,M,1
90902710,2,2,998,F,1
90902755,1,1,43,F,1
90902793,1,1,22,F,1
90902865,1,1,22,M,2
90902874,1,2,36,F,3
90902874,2,1,34,M,2
90902876,1,1,24,M,1
90902876,2,2,36,F,2
90902897,1,1,17,M,1
90902911,1,1,52,F,2
90903009,1,1,34,M,3
90903020,1,2,11,F,1
90903021,1,1,22,M,2
90903021,1,1,29,M,2
90903021,2,2,22,M,2
90903023,1,1,47,F,1
90903037,1,2,25,F,1
90903037,1,2,28,M,3
90903037,2,1,20,M,1
90903037,3,2,27,M,1
90903037,4,2,26,F,1
90903037,5,2,25,M,1
90903045,1,1,26,F,2
90903108,1,1,55,F,1
90903108,2,2,75,F,1
90903123,1,2,24,F,1
90903124,1,2,47,F,1
90903125,1,1,29,M,2
90903136,1,1,49,F,1
90903149,1,1,59,F,1
90903159,1,1,75,M,1
90903160,1,1,78,F,1
90903299,1,1,21,F,1
90903358,1,1,20,M,1
90903547,1,1,49,F,2
90903547,2,2,17,F,1
90903547,3,2,14,M,1
90903636,1,1,44,M,2
90903700,1,1,58,M,1
9090384,1,1,40,M,2
9090384,1,2,11,F,1
90903854,1,1,20,F,3
90903935,1,1,31,M,2
90903935,1,1,35,F,2
90903935,2,2,36,M,2
90903935,3,2,2,M,2
90903943,1,1,67,M,1
9090410,1,2,72,M,1
9090410,2,2,18,F,1
9090410,3,2,69,F,1
90904125,1,1,29,M,3
90904149,1,1,56,F,1
90904178,1,1,31,M,4
90904216,1,2,30,F,2
90904216,1,1,25,F,1
90904232,1,1,19,F,1
90904271,1,1,35,M,2
90904289,1,1,54,F,2
90904289,1,1,21,F,2
90904289,2,2,21,M,2
90904295,1,1,20,F,1
90904295,1,1,39,F,1
90904381,1,1,24,M,1
90904415,1,1,40,M,1
90904415,2,2,29,M,1
90904625,1,1,35,M,1
9090464,1,1,52,M,1
90904657,1,1,46,F,1
90904718,1,3,15,F,1
90904747,1,1,20,M,2
90904747,2,2,8,F,1
9090486,1,1,31,M,2
90904901,1,1,38,M,2
90904920,1,1,31,M,2
90904920,1,1,21,F,1
90904920,1,2,64,F,1
90905069,1,1,54,M,2
90905124,1,2,77,M,1
90905144,1,1,63,M,3
90905174,1,2,18,M,2
90905277,1,1,43,F,1
90905289,1,1,41,F,2
90905309,1,2,6,F,1
90905342,1,1,31,M,1
90905342,1,1,39,F,1
90905342,1,1,27,F,1
90905342,2,2,54,M,1
9090538,1,1,29,M,2
9090539,1,3,14,-,2
9090540,1,1,31,M,3
90905437,1,1,33,M,1
90905500,1,1,50,F,1
90905516,1,1,25,F,2
90905516,2,2,25,F,2
90905597,1,1,23,M,1
90905640,1,1,23,M,1
90905652,1,2,37,F,2
90905657,1,1,60,M,1
90905737,1,1,59,F,1
90905771,1,1,22,M,2
90905963,1,3,9,M,1
90906028,1,1,17,F,2
90906162,1,1,18,M,1
90906162,2,2,42,F,1
90906162,3,2,5,F,1
9090627,1,4,77,M,3
90906273,1,1,29,M,3
90906313,1,1,24,M,1
90906362,1,1,52,M,2
90906438,1,1,56,M,1
90906556,1,1,31,M,1
90906600,1,1,38,F,1
90906701,1,1,21,M,1
9090684,1,1,21,M,1
9090688,1,1,31,F,1
90906910,1,1,66,M,3
9090692,1,1,28,M,1
9090704,1,1,23,M,3
9090704,1,2,42,F,1
90907183,1,1,59,M,2
90907188,1,1,49,M,2
90907188,1,1,68,M,2
9090719,1,1,28,M,1
90907263,1,1,26,F,2
90907302,1,2,16,F,1
90907341,1,1,65,F,2
90907363,1,1,19,M,2
9090755,1,2,16,F,1
90907676,1,1,60,M,2
90907677,1,2,23,F,2
9090772,1,1,27,F,2
9090772,1,1,25,F,1
90907766,1,2,17,M,1
90907769,1,1,14,M,1
90907783,1,1,31,F,3
90907785,1,1,52,F,1
90907785,1,2,31,M,1
90907787,1,1,29,M,1
90907793,1,1,52,F,1
90907793,1,1,60,F,2
90907793,1,1,39,M,1
90907845,1,1,26,M,1
90907862,1,1,23,M,1
90907872,1,1,62,M,1
90907872,1,1,74,M,1
90907891,1,1,22,M,1
90907898,1,1,27,M,3
90907898,1,1,28,M,1
90907899,1,2,8,M,1
90907899,2,2,10,M,1
90907924,1,1,60,M,2
90907927,1,1,33,M,1
90907928,1,1,69,M,2
90907935,1,1,47,F,3
